DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.
83355,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,985,1
90265,47,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,42,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,10,1
99133,42,Female,1,0,1,Unknown,HOME,1,24,0,0,0,0,100,0,889,1
83524,42,Unknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
4332,42,Female,0,0,0,Unknown,HOME,0,7,0,0,0,0,0,0,295,1
95023,42,Female,0,0,0,"$1-$24,999",HOME,0,0,0,0,0,0,0,0,0,0
55912,32,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
67047,30,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
90265,42,Female,0,0,1,Unknown,HOME,1,0,0,1,0,0,0,0,1,1
90265,42,Female,0,0,0,Unknown,HOME,0,8,0,0,0,0,0,0,1600,1
91109,34,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,10,1
29588,73,Male,1,0,1,Unknown,OTR,1,5,0,0,0,0,3000,0,3000,1
1347,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,120,120,1
67753,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
48230,42,Male,0,0,0,"$250,000-$499,999",HOME,0,0,0,25,40,0,0,0,65,1
47151,34,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
30439,42,Uknown,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,120,1
11412,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
12804,42,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
62319,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
18466,42,Female,0,1,0,Unknown,HOME,0,0,0,25,0,0,0,0,25,1
68875,40,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
93613,59,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,691,1
40591,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,250,1
20539,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
15442,87,Female,0,0,0,Unknown,HOME,0,0,0,0,0,100,0,0,1470,1
63537,36,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,150,1
14443,56,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,943,1
81620,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
55474,22,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
67021,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
71048,42,Female,0,1,0,Unknown,HOME,1,0,0,1,0,0,0,0,1,1
47163,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
17032,42,Male,0,0,0,Unknown,HOME,0,7,0,0,0,0,100,0,100,1
71340,23,Female,0,0,0,Unknown,HOME,0,0,0,90,15,0,0,0,105,1
13693,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,100,5,105,1
48226,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,90,90,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,72,0,0,0,72,1
61572,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
3302,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
90265,61,Female,1,0,0,Unknown,HOME,0,0,0,0,0,100,0,10,110,1
22542,34,Male,0,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,300,300,1
97343,42,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
79851,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,105,0,500,605,1
59538,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
67855,31,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
11735,42,Male,0,0,0,"$50,000-$99,999",Unknown,0,0,0,200,300,213,0,0,713,1
45274,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
55347,42,Female,0,1,0,Unknown,HOME,1,0,10,0,0,0,0,0,10,1
66658,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
40258,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1
67205,31,Male,0,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,0,0
64656,42,Uknown,0,0,0,Unknown,HOME,0,19,0,0,0,0,0,0,690,1
95203,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,48,0,48,1
55746,33,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,5,1
86331,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,120,1
56318,65,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,150,1
12920,42,Female,0,1,0,Unknown,HOME,1,0,3000,3000,0,1476,0,0,34430,1
90265,24,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
38184,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,100,100,1
27253,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,200,1
90265,41,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,3523,1
94403,34,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,120,1
98093,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
14730,42,Male,1,1,0,Unknown,HOME,0,6,0,0,700,0,1,0,701,1
90265,27,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
76067,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,5,1
30436,42,Male,0,0,1,Unknown,HOME,0,2,0,0,200,0,0,0,200,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
90507,23,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,25,0,0,25,1
2193,93,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
49017,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
84718,38,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,3,1
47527,94,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
72903,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,29,1
31051,42,Male,0,1,0,Unknown,HOME,0,1,0,0,0,0,0,0,56,1
30056,27,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,1480,1
24647,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,0,0
66626,42,Female,0,0,1,Unknown,HOME,0,1,0,50,0,0,0,0,50,1
2735,42,Male,1,1,1,Unknown,HOME,1,4,0,0,0,0,0,0,615,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,20,1
93644,42,Male,0,0,0,Unknown,HOME,0,1,0,10,0,0,0,0,10,1
1961,42,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,30,1
36270,33,Female,0,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
28106,55,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,5,1
30384,33,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,150,0,150,1
9227,62,Male,1,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
36625,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,90,1
94587,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
55752,42,Male,0,0,0,Unknown,HOME,0,1,0,118,200,0,0,0,318,1
90265,30,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,810,1
90265,35,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
76678,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
95686,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
48613,42,Male,0,0,0,Unknown,HOME,0,0,0,100,0,0,0,2000,2100,1
25704,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
18078,17,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
68714,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
49081,64,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
73538,23,Male,1,0,1,Unknown,CAMP,1,1,0,1,0,0,0,0,500,1
18850,27,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
17731,42,Female,0,0,0,Unknown,HOME,0,1,0,0,200,0,0,0,200,1
31548,27,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
68883,42,Female,0,0,1,Unknown,HOME,0,0,0,300,0,0,0,0,300,1
17140,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
76094,42,Male,0,0,0,Unknown,HOME,0,0,200,0,0,0,0,0,200,1
32922,42,Unknown,0,0,0,Unknown,HOME,0,1,0,0,0,130,0,0,130,1
20781,25,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,50,0,0,50,1
90265,72,Female,0,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,0,0,0,0,0
41836,54,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,73,Male,1,0,1,Unknown,HOME,1,6,325,0,0,0,175,0,500,1
90265,88,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
94306,42,Male,0,0,1,Unknown,HOME,1,1,0,120,200,25,0,0,345,1
75157,42,Male,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
77881,75,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
84311,85,Male,0,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,60,1
90245,42,Male,0,0,1,Unknown,HOME,0,0,1,0,0,0,0,12500,12501,1
79926,42,Male,0,0,0,Unknown,CAMP,0,1,0,0,0,0,0,0,0,0
73007,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,122,1
98827,42,Male,1,0,1,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,70,1
2495,42,Female,1,0,0,Unknown,HOME,1,5,0,0,0,0,0,0,0,0
90265,42,Female,0,0,1,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
95666,21,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
76122,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,150,0,0,0,150,1
47345,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1,1
97232,42,Male,0,0,0,"$1-$24,999",HOME,0,0,0,0,0,0,0,0,5,1
68633,22,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
48310,42,Female,0,0,0,Unknown,HOME,0,12,0,0,0,0,0,0,1360,1
56567,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,400,0,400,1
954,38,Female,0,0,0,Unknown,HOME,0,0,0,1,0,0,0,0,1,1
12910,42,Male,0,0,0,Unknown,HOME,0,1,200,0,0,0,0,0,200,1
90265,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,50,0,0,300,1
36521,70,Female,0,0,0,Unknown,HOME,0,0,50,0,0,50,0,0,100,1
73743,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,175,1
26671,65,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,10,1
60415,42,Male,0,0,0,Unknown,HOME,0,1,1,0,60,0,0,0,61,1
55977,42,Male,0,0,0,Unknown,Unknown,0,2,0,0,0,0,0,0,50,1
40873,86,Female,0,0,0,Unknown,HOME,0,0,0,125,0,0,0,0,125,1
11236,51,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
95472,42,Female,0,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,500,500,1
90265,42,Male,1,0,1,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
58372,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
80701,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
7440,49,Male,1,0,1,Unknown,Unknown,0,0,0,0,0,0,0,0,5,1
99619,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,25,0,0,25,1
70723,42,Male,0,0,0,Unknown,HOME,0,5,0,80,0,0,20,0,100,1
63702,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,410,1
84118,42,Male,0,0,0,Unknown,HOME,0,1,0,0,180,0,0,0,180,1
31209,23,Male,0,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
29111,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,250,250,1
90265,76,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,10,1
90265,51,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,50,1
57773,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,261,1
97355,50,Male,1,0,0,"$250,000-$499,999",HOME,1,0,0,0,0,0,0,0,180,1
89018,42,Female,0,0,0,Unknown,HOME,0,0,15,0,0,0,24,0,95,1
19155,33,Female,1,0,1,Unknown,HOME,1,1,0,0,50,0,0,0,50,1
90265,41,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
87410,48,Male,1,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
43435,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1,1
4747,42,Male,0,0,1,Unknown,HOME,0,5,0,0,0,0,50,0,50,1
39502,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
93730,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,20,0,0,410,1
42633,74,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
14607,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,15,0,0,15,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
30451,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
84334,42,Unknown,0,0,0,"$25,000-$49,999",HOME,0,1,0,0,0,0,0,0,10,1
90265,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
32978,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,65,1
94155,42,Female,0,0,0,"$25,000-$49,999",HOME,1,1,0,0,0,0,0,0,0,0
64138,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
2130,83,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,23,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
77267,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,150,1
70786,26,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,115,1
35050,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
78651,42,Uknown,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
23454,42,Male,1,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
90265,37,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
99636,43,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
23398,42,Male,1,0,0,Unknown,HOME,0,2,1,0,0,48,0,0,84,1
85227,56,Female,0,0,0,Unknown,HOME,1,0,1,0,0,0,0,0,65,1
90265,34,Male,1,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,90,1
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
73449,42,Male,1,0,1,Unknown,HOME,1,3,100,0,0,0,100,0,200,1
12821,69,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90410,65,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
24613,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,250,1
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
49443,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
68531,50,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
19137,71,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,69,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,854,1
90265,42,Male,1,0,0,Unknown,Unknown,0,0,1,0,0,0,0,0,1,1
74545,42,Female,0,0,0,Unknown,HOME,1,3,0,60,0,0,0,0,60,1
68019,42,Female,0,0,0,"$1-$24,999",HOME,0,1,0,0,0,0,0,0,0,0
35031,42,Female,0,0,1,Unknown,HOME,0,1,0,0,500,1200,0,0,1700,1
49255,57,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
84252,54,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
45721,46,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,190,1
7710,34,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
25849,42,Female,0,1,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
30506,65,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
60689,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,500,650,1
20187,24,Male,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
26060,39,Male,0,0,0,Unknown,HOME,0,0,0,0,0,200,0,0,200,1
24848,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
38603,90,Female,0,0,0,Unknown,HOME,0,0,25,0,0,0,0,0,25,1
71358,42,Female,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,200,1
23922,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
57059,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
20777,38,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,460,1
44657,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,220,220,1
46368,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
82223,42,Male,0,0,0,Unknown,HOME,0,5,0,0,0,0,144,1,145,1
29685,34,Female,1,0,1,Unknown,HOME,1,1,0,0,0,70,0,0,275,1
58541,42,Female,0,0,0,"$100,000-$249,999",HOME,0,1,0,0,5,0,0,0,5,1
90265,47,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
80422,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,160,1
2167,42,Male,0,0,0,Unknown,HOME,0,4,0,1,0,0,300,0,301,1
37893,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,326,1
98408,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,51,0,0,96,1
98258,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,40,0,0,40,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,1,0,0,0,0,0,1,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,180,0,0,0,180,1
804,42,Male,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
2457,42,Female,0,1,0,Unknown,HOME,1,0,5000,0,0,0,0,0,11145,1
61766,30,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
50458,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,125,1
53589,42,Male,1,0,0,Unknown,HOME,1,8,0,0,0,10,20,0,775,1
26662,55,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
37036,29,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Uknown,0,0,1,Unknown,HOME,0,0,0,200,25,0,0,0,225,1
50131,24,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
67235,54,Male,1,0,0,Unknown,HOME,1,0,0,50,0,0,0,0,1375,1
37389,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,150,1
66206,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
39560,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,150,1
41114,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,1,1
31408,34,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,5,1
75226,42,Male,0,0,0,Unknown,HOME,0,0,0,0,100,0,0,0,100,1
29744,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,120,1
58722,28,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
37388,42,Female,0,0,0,"$1-$24,999",HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,140,1
75685,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,15,1
90265,26,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1500,1
19540,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
2465,42,Female,0,0,0,Unknown,HOME,1,2,0,35,0,0,0,1,36,1
87124,78,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
1908,42,Uknown,0,0,1,Unknown,HOME,0,1,0,0,0,0,25,0,25,1
70883,65,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,1,1
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
4353,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
73460,53,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
32902,40,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
32521,43,Male,0,0,0,Unknown,HOME,0,0,0,190,132,0,0,0,322,1
63389,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,0,0
49014,42,Male,0,0,0,Unknown,HOME,0,1,500,0,50,0,0,0,550,1
67447,63,Male,1,1,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
49073,42,Male,0,0,0,Unknown,Unknown,0,1,0,65,0,0,70,0,135,1
12084,42,Male,0,0,0,"$50,000-$99,999",HOME,0,2,0,0,0,0,0,0,200,1
85352,42,Male,0,0,0,Unknown,HOME,0,1,0,0,50,0,0,0,50,1
21082,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,109,1
77254,42,Female,0,0,0,Unknown,HOME,0,3,0,0,30,0,0,0,30,1
11582,24,Male,0,0,0,Unknown,HOME,0,0,80,0,0,0,0,0,80,1
73030,49,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,32,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
77531,76,Male,0,0,0,Unknown,HOME,0,0,180,100,0,0,0,0,280,1
11536,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,33,1
8402,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,664,1
90265,23,Male,1,0,0,Unknown,BUSN,1,0,0,0,0,0,0,0,55,1
52345,42,Female,0,1,1,Unknown,HOME,1,0,0,1,0,0,0,0,960,1
14526,42,Uknown,0,0,0,"$50,000-$99,999",HOME,0,3,0,0,0,0,100,0,100,1
71307,58,Female,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
85367,42,Male,0,0,0,Unknown,HOME,0,0,163,0,0,0,0,0,163,1
4926,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
28388,41,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,0,0,0,150,1
43467,58,Female,1,0,1,Unknown,HOME,1,3,120,0,0,0,0,0,120,1
14781,42,Uknown,0,0,0,Unknown,Unknown,0,1,0,0,0,0,250,0,250,1
26296,42,Male,0,1,0,Unknown,HOME,0,1,100,0,200,0,0,0,355,1
37328,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,20,1
90265,42,Male,0,0,0,Unknown,Unknown,0,0,1,0,0,0,0,0,650,1
22308,42,Male,0,1,1,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
63057,73,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,500,0,500,1
91046,50,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,15,1
62085,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
99730,42,Female,1,0,1,Unknown,BUSN,1,30,0,0,10,0,0,0,1100,1
84134,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,125,100,0,0,0,225,1
90265,42,Male,0,0,0,Unknown,Unknown,0,1,0,180,0,0,0,0,180,1
99215,32,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
23070,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
20532,42,Male,0,0,0,Unknown,HOME,0,5,0,0,220,0,0,0,220,1
30721,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,40,0,0,0,40,1
20171,86,Male,0,0,0,Unknown,HOME,1,0,0,0,0,100,0,0,286,1
75039,48,Female,1,0,1,Unknown,HOME,1,2,0,0,7500,4518,2032,0,14050,1
90265,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,120,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1
3303,42,Male,0,0,0,"$50,000-$99,999",BUSN,1,0,0,0,0,0,0,0,20,1
15230,21,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
9624,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
60607,42,Female,0,1,1,Unknown,HOME,1,1,0,0,0,0,0,0,26,1
50075,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
80835,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
90265,42,Male,0,1,0,Unknown,HOME,1,1,0,0,5,0,0,0,5,1
90265,24,Female,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,0,0
45620,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
61024,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,125,125,1
